Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
44.9,147.4,12.8,9.7,7.0,153.3,1,Bhuttan,+1
49.1,124.1,7.3,10.6,6.8,129.5,0,Bhuttan,+1
17.3,158.5,12.6,8.5,4.8,164.0,0,Assam,-1
58.6,144.1,11.1,9.0,4.3,149.0,1,Assam,-1
45.8,135.0,6.8,9.4,7.7,140.9,0,Bhuttan,+1
33.8,135.6,10.4,8.3,7.0,140.6,0,Bhuttan,+1
46.6,138.0,8.7,6.6,6.7,143.9,1,Bhuttan,+1
38.4,141.4,13.7,11.3,4.8,146.5,0,Assam,-1
36.5,155.4,23.9,7.7,5.7,160.0,0,Assam,-1
61.6,165.6,11.5,7.0,5.0,170.8,0,Assam,-1
40.4,138.7,14.5,11.2,4.2,143.6,0,Assam,-1
62.9,144.9,14.4,9.3,3.9,149.7,1,Assam,-1
50.9,130.8,13.6,9.8,5.5,135.6,1,Assam,-1
42.1,174.9,9.2,8.3,8.4,180.8,1,Bhuttan,+1
44.5,131.3,14.7,12.1,6.9,136.6,1,Bhuttan,+1
47.1,147.4,7.0,10.2,6.7,153.0,1,Bhuttan,+1
41.9,123.2,7.8,13.1,6.9,129.1,0,Bhuttan,+1
31.5,157.2,9.4,8.5,5.4,162.5,0,Assam,-1
40.0,153.8,9.1,8.6,6.6,159.2,1,Bhuttan,+1
38.3,155.1,10.6,7.4,4.4,159.8,1,Assam,-1
42.6,145.1,7.7,7.9,5.7,150.1,1,Bhuttan,+1
48.3,149.9,9.4,10.3,6.3,154.6,1,Assam,-1
51.1,137.9,9.5,9.3,4.2,143.0,1,Assam,-1
43.0,139.2,14.0,9.0,6.1,144.6,1,Assam,-1
50.1,139.5,14.2,9.1,5.4,144.2,0,Assam,-1
53.2,123.3,5.4,12.7,7.4,129.2,1,Bhuttan,+1
41.8,143.5,14.3,7.5,5.2,148.4,0,Assam,-1
38.0,146.6,6.1,8.1,4.8,151.5,1,Assam,-1
64.3,144.7,9.7,5.0,5.7,149.3,1,Assam,-1
32.8,128.8,4.1,8.3,7.7,134.2,0,Bhuttan,+1
44.7,141.0,8.7,13.1,7.3,146.3,1,Bhuttan,+1
34.0,136.3,5.3,9.7,8.2,141.6,1,Bhuttan,+1
40.8,140.8,6.2,7.9,6.8,146.2,1,Bhuttan,+1
42.8,147.9,9.1,7.6,5.3,153.2,0,Assam,-1
31.4,128.4,14.9,9.1,6.2,134.3,1,Bhuttan,+1
52.1,142.1,7.9,6.6,6.8,146.9,0,Assam,-1
40.1,136.1,12.7,9.9,6.0,141.9,1,Bhuttan,+1
59.3,141.4,7.9,10.2,7.1,146.6,1,Bhuttan,+1
37.9,142.3,5.2,10.5,7.2,147.8,1,Bhuttan,+1
34.0,133.4,12.2,8.7,4.9,138.9,1,Assam,-1
40.2,120.5,7.1,13.0,5.5,125.7,0,Bhuttan,+1
51.1,127.7,6.7,8.1,3.5,132.2,1,Assam,-1
42.6,153.7,12.1,7.2,3.6,159.3,0,Bhuttan,+1
44.0,136.2,8.3,6.0,4.0,141.2,0,Assam,-1
41.6,149.3,16.6,7.6,4.5,153.8,1,Assam,-1
49.1,148.4,8.0,7.9,5.3,153.0,1,Assam,-1
55.4,133.0,16.3,6.5,4.2,138.4,1,Assam,-1
36.7,141.0,13.7,10.2,8.2,146.6,1,Bhuttan,+1
32.1,150.8,7.2,11.3,7.9,156.1,1,Bhuttan,+1
49.8,184.6,8.5,8.6,5.4,189.7,1,Assam,-1
52.5,134.2,15.5,7.0,4.9,139.7,1,Bhuttan,+1
25.1,158.0,6.5,8.7,6.4,163.1,0,Bhuttan,+1
60.1,167.1,17.5,9.9,5.8,172.6,0,Assam,-1
51.1,140.0,11.4,8.8,4.1,145.2,1,Assam,-1
65.0,155.2,14.4,10.8,5.3,160.4,1,Assam,-1
37.2,152.6,4.2,10.1,7.4,158.5,1,Bhuttan,+1
51.2,139.4,13.0,8.0,7.4,145.1,1,Bhuttan,+1
36.3,134.1,9.8,12.0,5.9,139.4,1,Bhuttan,+1
33.7,152.2,12.4,9.7,5.9,157.3,1,Bhuttan,+1
51.1,139.2,9.4,5.1,4.4,144.1,0,Assam,-1
37.9,135.6,20.0,9.5,7.4,141.4,1,Bhuttan,+1
52.3,177.4,7.0,7.8,7.0,182.9,0,Assam,-1
47.1,134.4,9.5,10.2,9.5,140.1,1,Bhuttan,+1
49.2,156.1,10.3,8.6,5.3,161.5,1,Assam,-1
28.9,137.7,5.4,10.4,6.7,143.6,1,Bhuttan,+1
41.0,148.8,14.9,12.1,6.3,153.9,0,Bhuttan,+1
29.0,139.8,12.9,11.6,6.0,145.4,1,Bhuttan,+1
45.1,139.5,7.9,8.8,7.4,144.7,1,Bhuttan,+1
56.3,144.8,10.2,6.1,3.3,149.8,0,Assam,-1
29.6,138.5,11.1,9.8,8.2,144.3,0,Bhuttan,+1
27.9,147.4,8.4,6.8,6.3,152.8,1,Bhuttan,+1
44.5,154.3,11.5,8.6,7.0,158.9,0,Assam,-1
33.0,126.2,14.8,7.7,6.1,131.6,1,Bhuttan,+1
39.5,152.5,12.8,11.1,6.1,158.3,1,Bhuttan,+1
38.6,136.6,12.3,13.3,8.2,141.7,1,Bhuttan,+1
50.9,155.8,7.8,7.5,5.9,161.0,1,Assam,-1
36.6,153.6,12.6,11.0,8.7,159.1,0,Bhuttan,+1
39.9,138.2,17.8,7.4,7.7,143.4,1,Bhuttan,+1
39.5,160.9,14.8,9.9,5.7,166.0,0,Assam,-1
43.3,127.0,12.0,7.9,7.1,132.5,1,Bhuttan,+1
40.9,130.2,13.7,10.6,5.5,135.7,0,Bhuttan,+1
31.7,144.9,11.8,8.6,5.7,150.9,1,Bhuttan,+1
63.6,135.7,10.2,8.7,5.1,140.7,0,Assam,-1
53.1,150.0,15.9,9.0,8.0,155.7,1,Bhuttan,+1
38.4,155.3,13.7,6.9,3.5,160.3,1,Assam,-1
38.6,151.8,3.5,10.7,8.0,157.1,1,Bhuttan,+1
50.7,154.0,12.4,7.1,3.5,159.3,1,Assam,-1
38.1,163.9,10.6,11.0,7.3,169.6,1,Bhuttan,+1
51.1,162.3,16.1,7.8,4.8,167.4,1,Assam,-1
38.9,140.3,10.0,10.4,6.6,145.6,1,Bhuttan,+1
36.4,147.8,11.1,12.0,7.7,153.4,0,Bhuttan,+1
53.8,135.2,11.3,8.4,7.5,140.8,1,Bhuttan,+1
67.5,151.1,16.5,8.3,3.9,156.3,1,Assam,-1
42.8,132.3,10.2,14.9,6.2,137.3,1,Bhuttan,+1
43.7,173.8,9.8,7.9,5.1,178.8,1,Bhuttan,+1
45.9,147.9,10.7,11.5,5.6,153.6,1,Bhuttan,+1
44.5,136.7,18.0,10.5,5.9,142.6,1,Bhuttan,+1
43.2,153.9,9.4,6.7,5.7,159.1,0,Assam,-1
51.7,134.6,7.8,8.4,3.7,139.7,1,Assam,-1
46.1,157.2,11.8,11.8,6.7,162.6,1,Bhuttan,+1
46.2,139.5,9.6,11.9,8.9,144.7,1,Bhuttan,+1
38.2,140.7,11.5,7.4,8.4,146.1,1,Bhuttan,+1
58.5,133.2,12.4,7.7,4.7,138.1,0,Assam,-1
39.5,136.4,7.2,10.3,7.8,141.6,1,Bhuttan,+1
39.5,147.0,12.1,4.8,4.1,152.5,1,Assam,-1
52.0,135.4,7.6,9.4,7.0,140.0,1,Assam,-1
39.0,138.2,10.6,8.7,5.2,143.6,1,Assam,-1
51.8,145.0,20.6,5.8,3.6,150.2,1,Assam,-1
42.8,158.6,10.0,9.6,7.3,163.7,0,Bhuttan,+1
36.0,144.8,12.4,9.0,6.8,150.2,1,Bhuttan,+1
40.4,141.4,9.2,13.4,6.7,147.0,1,Bhuttan,+1
57.3,137.2,11.3,7.2,6.7,141.9,1,Assam,-1
42.7,160.5,8.0,6.3,4.8,165.3,0,Assam,-1
48.6,158.5,9.9,11.0,7.7,164.1,1,Bhuttan,+1
41.7,146.5,12.6,9.4,4.8,151.7,0,Assam,-1
61.9,116.7,11.9,7.7,5.0,122.0,1,Assam,-1
33.5,150.2,11.3,13.5,7.3,155.5,1,Bhuttan,+1
39.0,144.9,4.2,8.9,7.7,150.3,1,Bhuttan,+1
37.5,122.4,4.8,6.0,7.3,128.0,0,Bhuttan,+1
36.6,114.5,11.1,12.7,6.9,119.5,1,Bhuttan,+1
45.7,160.4,10.8,7.8,6.0,166.0,0,Bhuttan,+1
34.6,160.0,13.5,9.5,3.6,164.7,0,Assam,-1
46.6,140.6,15.1,8.3,7.1,145.9,1,Assam,-1
50.2,145.0,8.6,11.0,5.8,150.5,1,Bhuttan,+1
48.4,139.7,8.0,7.1,4.8,144.4,1,Assam,-1
52.7,154.4,6.2,10.8,6.0,159.8,1,Bhuttan,+1
39.1,138.1,13.0,7.9,6.0,143.2,0,Assam,-1
35.4,135.9,15.0,7.9,4.2,140.5,1,Assam,-1
29.5,107.3,14.3,11.1,6.7,112.7,1,Bhuttan,+1
50.5,159.2,14.0,8.3,3.5,164.5,1,Assam,-1
56.6,140.5,9.3,8.9,6.4,146.4,1,Bhuttan,+1
55.9,151.4,12.4,9.3,5.7,156.4,1,Assam,-1
52.3,161.2,11.1,9.9,5.1,165.8,0,Assam,-1
41.3,131.9,16.6,12.2,6.0,137.3,1,Bhuttan,+1
40.9,136.6,7.0,5.7,6.8,141.5,1,Assam,-1
47.8,131.7,12.2,10.7,7.8,137.0,1,Bhuttan,+1
38.3,126.3,10.4,11.0,5.1,131.4,1,Bhuttan,+1
43.0,170.1,15.2,9.0,6.4,176.0,0,Bhuttan,+1
51.5,158.1,10.2,10.5,7.5,163.0,0,Assam,-1
60.6,145.8,9.7,9.9,6.1,151.4,1,Bhuttan,+1
33.8,118.1,14.7,10.7,7.1,123.8,1,Bhuttan,+1
32.1,136.2,10.0,12.3,7.2,141.8,1,Bhuttan,+1
62.8,142.3,13.5,6.7,4.6,147.7,0,Assam,-1
48.6,130.1,9.5,5.1,5.0,134.7,1,Assam,-1
37.2,151.2,14.8,12.4,6.9,156.2,1,Bhuttan,+1
40.9,148.0,7.4,5.9,4.7,153.0,1,Assam,-1
50.6,126.6,11.6,8.0,5.0,131.6,0,Assam,-1
36.4,159.9,12.7,10.2,7.7,165.3,0,Bhuttan,+1
25.4,148.2,8.6,9.5,8.8,154.1,1,Assam,-1
25.8,149.0,9.6,12.2,7.3,154.1,0,Bhuttan,+1
41.1,149.2,13.4,11.7,4.7,154.4,0,Assam,-1
53.2,141.5,4.5,8.9,5.6,146.3,0,Assam,-1
53.3,145.6,8.8,6.9,5.5,150.5,1,Assam,-1
40.4,138.9,5.1,12.1,8.1,144.5,1,Bhuttan,+1
43.1,115.9,10.4,8.6,8.4,121.4,1,Bhuttan,+1
57.5,122.7,13.2,6.5,3.4,127.3,1,Assam,-1
36.0,141.4,8.6,7.8,5.9,146.5,0,Assam,-1
44.9,119.8,12.1,9.8,4.2,124.8,0,Assam,-1
40.2,146.2,7.4,12.4,6.5,151.5,1,Bhuttan,+1
59.4,111.7,12.6,9.9,7.2,117.0,0,Bhuttan,+1
28.0,150.6,17.5,10.3,6.6,155.7,1,Bhuttan,+1
50.4,147.9,4.5,13.1,7.3,153.1,1,Bhuttan,+1
45.2,129.6,13.7,9.4,5.7,134.9,1,Bhuttan,+1
35.4,150.7,14.1,8.6,8.0,156.1,1,Bhuttan,+1
42.1,141.7,11.3,7.5,4.5,146.5,0,Assam,-1
32.5,151.9,12.6,7.7,6.1,156.7,1,Bhuttan,+1
46.6,164.1,10.7,10.5,4.1,168.8,0,Assam,-1
31.5,154.8,5.8,8.7,5.3,160.0,1,Assam,-1
43.5,128.1,13.0,7.2,2.8,132.9,1,Assam,-1
49.6,140.4,8.7,8.3,4.9,145.5,0,Assam,-1
26.5,130.5,8.8,8.2,7.6,136.4,0,Bhuttan,+1
42.6,144.2,15.1,9.5,5.3,150.2,1,Bhuttan,+1
48.2,137.8,9.9,7.1,3.9,142.9,0,Assam,-1
58.0,141.2,17.8,8.0,4.8,146.6,0,Assam,-1
38.8,155.5,10.1,6.3,6.7,160.8,1,Bhuttan,+1
49.6,152.3,12.7,14.3,7.4,157.6,1,Bhuttan,+1
54.0,151.9,8.4,8.5,4.7,157.4,0,Assam,-1
44.3,145.7,10.5,8.0,5.4,150.7,1,Assam,-1
62.5,122.8,10.3,9.1,4.8,127.4,1,Assam,-1
52.2,134.2,8.5,13.3,6.5,139.9,1,Bhuttan,+1
32.1,137.5,17.7,6.9,5.0,142.6,0,Assam,-1
26.2,128.9,11.9,8.9,3.6,133.5,1,Assam,-1
41.4,161.5,5.6,9.5,6.1,167.4,1,Bhuttan,+1
35.9,137.9,10.0,8.1,5.7,143.1,0,Assam,-1
29.8,145.2,12.4,12.1,7.2,150.9,1,Bhuttan,+1
41.3,153.7,15.0,8.1,7.3,159.4,1,Bhuttan,+1
51.5,152.9,3.5,9.5,7.1,158.2,1,Bhuttan,+1
47.1,129.2,9.4,7.4,6.1,133.8,0,Assam,-1
57.0,151.9,16.0,9.3,6.7,157.4,1,Bhuttan,+1
41.2,146.2,11.2,10.4,8.0,151.3,1,Bhuttan,+1
37.2,137.4,12.4,8.9,5.4,142.7,0,Bhuttan,+1
33.3,157.0,13.9,10.0,7.1,162.0,0,Bhuttan,+1
49.7,126.5,14.3,11.7,7.1,131.9,0,Bhuttan,+1
28.2,121.7,10.1,12.2,7.3,126.8,1,Bhuttan,+1
45.7,144.0,15.1,13.0,8.7,149.9,1,Bhuttan,+1
56.9,135.8,15.5,10.7,5.5,140.9,1,Assam,-1
61.8,156.8,14.5,8.3,5.7,161.5,0,Assam,-1
47.8,156.9,8.6,7.4,7.0,162.4,1,Bhuttan,+1
39.0,151.9,3.3,10.4,4.7,157.2,0,Assam,-1
61.8,152.5,11.6,9.7,6.0,157.6,1,Assam,-1
44.0,125.2,7.0,8.7,5.4,130.9,0,Bhuttan,+1
46.8,133.5,12.5,7.2,7.1,138.6,0,Bhuttan,+1
46.1,152.0,7.1,7.9,8.8,157.8,1,Bhuttan,+1
48.5,156.5,4.6,8.7,5.1,161.6,1,Assam,-1
29.3,153.9,8.7,12.4,6.8,159.5,0,Bhuttan,+1
15.4,140.7,13.9,11.7,4.6,145.8,1,Bhuttan,+1
40.2,136.1,12.7,13.4,8.1,141.1,1,Bhuttan,+1
41.9,157.1,13.0,7.3,5.0,162.0,1,Assam,-1
60.1,145.7,14.2,10.0,5.1,150.3,0,Assam,-1
32.2,152.2,16.4,7.4,6.0,157.7,1,Bhuttan,+1
46.7,124.6,10.2,12.9,6.2,130.4,1,Bhuttan,+1
52.7,132.0,13.1,6.1,4.4,137.3,0,Assam,-1
32.7,144.0,13.5,10.4,4.2,149.3,0,Assam,-1
43.5,151.1,5.6,9.4,5.9,155.7,0,Assam,-1
41.4,154.1,10.7,9.9,8.8,159.3,1,Bhuttan,+1
31.8,136.4,8.2,10.0,6.1,142.2,0,Bhuttan,+1
35.8,150.9,7.0,10.9,8.9,156.1,1,Bhuttan,+1
45.4,144.5,10.6,9.7,8.1,150.3,1,Bhuttan,+1
50.1,151.2,11.9,6.6,5.4,156.5,1,Assam,-1
48.2,163.4,9.9,7.4,5.2,168.8,1,Assam,-1
50.3,149.0,14.0,8.5,6.6,154.3,1,Assam,-1
38.4,138.5,8.5,9.3,8.1,143.5,0,Bhuttan,+1
57.5,143.0,9.5,6.6,4.5,147.9,1,Assam,-1
45.5,154.8,10.7,8.9,6.6,160.3,0,Assam,-1
39.1,153.5,10.0,12.4,5.5,159.3,1,Bhuttan,+1
45.4,133.0,11.1,9.7,6.1,138.2,1,Bhuttan,+1
33.4,139.5,2.3,10.9,6.8,144.6,1,Bhuttan,+1
59.1,134.9,6.6,9.7,6.4,140.5,1,Assam,-1
51.2,132.7,8.5,11.6,8.6,137.8,1,Bhuttan,+1
46.9,148.3,13.3,8.5,5.5,153.6,0,Assam,-1
48.0,145.1,9.2,10.9,8.0,150.6,1,Bhuttan,+1
38.2,131.4,11.7,7.3,4.3,136.1,0,Assam,-1
43.0,136.6,13.5,8.3,4.6,142.6,1,Bhuttan,+1
65.2,168.9,14.0,6.8,5.9,174.0,0,Assam,-1
49.2,141.6,6.7,9.1,7.1,147.1,1,Bhuttan,+1
42.5,129.0,8.4,7.7,4.7,134.0,1,Assam,-1
43.9,145.9,8.4,9.3,7.3,151.3,1,Bhuttan,+1
52.6,146.2,14.9,7.7,6.1,151.2,0,Assam,-1
40.2,165.7,17.9,6.1,5.6,170.6,0,Assam,-1
25.3,152.6,14.7,11.0,5.3,157.8,1,Bhuttan,+1
46.5,137.5,7.6,6.9,5.5,142.8,1,Assam,-1
39.9,152.5,12.7,8.7,6.3,157.5,1,Assam,-1
55.7,136.8,5.5,14.4,9.8,142.3,0,Bhuttan,+1
55.3,120.1,9.6,13.0,6.7,125.8,1,Bhuttan,+1
32.4,181.0,1.3,9.1,7.8,186.9,1,Bhuttan,+1
49.7,150.8,14.5,7.7,5.4,155.7,1,Assam,-1
43.2,145.7,11.3,8.2,7.2,151.2,1,Bhuttan,+1
60.8,172.7,15.0,8.5,4.9,177.4,0,Assam,-1
48.8,148.4,12.8,8.1,6.0,153.3,1,Assam,-1
42.6,117.2,10.0,11.5,4.2,122.2,0,Assam,-1
55.5,157.6,12.1,10.1,4.5,162.3,0,Assam,-1
51.4,116.3,5.9,8.9,8.1,121.8,1,Bhuttan,+1
54.8,165.0,17.9,7.7,7.5,170.6,0,Bhuttan,+1
35.9,158.6,7.2,5.2,6.1,163.7,1,Assam,-1
32.1,158.8,9.2,9.1,5.6,163.3,1,Assam,-1
37.8,154.6,10.8,8.2,6.4,160.5,1,Bhuttan,+1
43.4,157.9,7.8,12.2,5.8,163.5,1,Bhuttan,+1
56.2,169.1,11.1,7.5,4.1,174.3,0,Assam,-1
31.4,139.0,9.8,9.7,8.0,144.8,1,Bhuttan,+1
37.9,139.0,8.8,14.7,7.9,144.2,1,Bhuttan,+1
46.0,138.9,9.6,7.2,7.3,144.2,1,Bhuttan,+1
37.9,161.0,5.8,9.0,7.7,166.2,0,Bhuttan,+1
37.9,128.5,12.1,9.3,9.1,134.3,1,Bhuttan,+1
49.4,151.4,8.3,7.1,4.3,156.6,0,Assam,-1
44.8,139.6,18.0,8.3,7.7,144.9,1,Assam,-1
56.6,125.7,13.5,8.2,5.5,130.8,0,Assam,-1
44.8,165.1,10.7,8.5,5.0,170.2,0,Assam,-1
55.6,144.3,12.7,5.9,8.5,150.3,1,Bhuttan,+1
38.0,159.0,1.9,8.9,10.0,164.5,1,Bhuttan,+1
48.6,150.6,11.9,11.5,7.7,156.5,1,Bhuttan,+1
31.9,159.9,10.1,7.7,5.5,165.1,0,Assam,-1
51.4,123.8,11.2,9.7,6.2,128.3,1,Assam,-1
55.5,146.9,11.3,8.2,3.1,152.0,0,Assam,-1
64.2,150.0,16.2,9.1,8.1,155.3,1,Assam,-1
48.3,145.6,17.6,7.4,5.9,150.7,0,Assam,-1
39.0,141.3,9.0,12.5,8.0,146.7,1,Bhuttan,+1
49.7,148.5,8.6,7.2,6.0,153.3,1,Assam,-1
49.1,136.8,2.1,8.4,7.2,142.7,1,Bhuttan,+1
39.2,146.6,9.4,11.9,5.2,152.0,1,Bhuttan,+1
38.5,131.2,11.7,9.4,5.2,136.4,0,Assam,-1
43.0,134.6,3.8,11.0,6.8,140.5,1,Bhuttan,+1
42.3,156.4,10.3,9.1,4.2,161.0,1,Assam,-1
48.1,139.3,8.6,11.9,7.7,145.3,1,Bhuttan,+1
64.4,139.3,8.7,8.4,6.3,144.0,0,Assam,-1
48.6,135.8,8.1,9.9,7.3,141.6,1,Bhuttan,+1
39.5,136.5,10.1,11.2,6.5,142.4,1,Bhuttan,+1
43.6,148.1,9.7,11.0,7.3,153.7,1,Bhuttan,+1
31.4,135.1,12.8,8.0,5.3,140.1,1,Assam,-1
56.3,113.9,5.8,6.5,5.1,119.2,1,Assam,-1
65.2,147.9,12.4,8.6,6.1,152.4,0,Assam,-1
52.0,156.6,11.1,6.4,7.4,161.4,1,Assam,-1
36.7,138.6,16.2,6.8,4.2,143.7,1,Assam,-1
46.8,148.5,18.3,8.5,3.5,153.3,0,Assam,-1
58.4,155.5,7.9,7.1,3.4,160.3,1,Assam,-1
47.7,133.6,12.1,9.3,5.8,139.0,1,Assam,-1
41.0,138.8,9.4,8.1,4.8,143.5,1,Assam,-1
33.6,132.5,16.2,7.4,7.1,138.5,1,Bhuttan,+1
25.1,165.1,7.2,8.6,4.1,170.4,1,Assam,-1
59.8,119.4,15.1,7.5,5.2,124.4,0,Assam,-1
44.0,151.7,9.8,7.1,6.3,156.5,1,Assam,-1
52.4,151.2,10.7,8.7,6.2,156.2,1,Assam,-1
46.0,138.7,12.3,9.2,6.8,143.9,1,Bhuttan,+1
33.9,132.8,8.8,7.8,7.1,138.0,1,Bhuttan,+1
59.7,160.1,11.2,10.1,3.3,165.0,0,Assam,-1
50.2,140.4,12.0,10.2,9.2,146.1,1,Bhuttan,+1
47.7,144.9,8.3,10.0,7.9,150.2,0,Bhuttan,+1
47.1,154.1,9.3,9.2,5.7,158.7,1,Assam,-1
48.6,143.4,10.6,9.3,5.0,148.0,0,Assam,-1
28.9,149.0,14.0,8.8,6.4,154.3,1,Bhuttan,+1
36.7,147.6,11.2,8.5,4.0,152.8,1,Assam,-1
38.0,137.2,8.9,12.9,8.8,143.0,1,Bhuttan,+1
60.1,152.3,16.4,5.5,4.2,156.9,0,Assam,-1
47.9,173.8,14.3,4.2,4.5,179.0,1,Assam,-1
37.2,122.0,10.3,12.9,7.1,128.0,1,Bhuttan,+1
40.7,128.1,6.0,11.9,6.6,133.3,0,Bhuttan,+1
31.5,116.4,14.5,9.4,7.5,121.4,1,Bhuttan,+1
47.4,129.2,15.7,10.1,7.3,134.5,1,Bhuttan,+1
53.7,165.2,10.3,7.9,4.7,170.4,1,Assam,-1
51.5,122.2,12.8,7.1,7.0,127.6,1,Assam,-1
33.6,144.4,3.9,9.9,7.9,150.2,0,Bhuttan,+1
37.6,146.4,14.4,9.5,5.7,151.1,0,Assam,-1
42.4,172.7,8.2,7.3,6.2,178.3,0,Bhuttan,+1
28.5,127.7,7.4,7.4,5.4,132.6,1,Assam,-1
52.0,141.0,14.7,11.4,7.3,146.8,0,Bhuttan,+1
54.2,127.7,5.7,11.3,6.5,133.5,0,Bhuttan,+1
47.9,128.1,13.6,7.5,4.6,133.0,0,Assam,-1
43.0,129.5,11.6,9.1,6.5,134.3,1,Assam,-1
48.6,138.0,2.2,11.8,5.7,143.3,1,Bhuttan,+1
44.3,160.6,13.1,7.8,7.0,165.2,1,Assam,-1
51.6,139.0,13.5,8.1,6.8,144.3,0,Assam,-1
39.4,167.0,14.5,8.4,5.6,171.7,1,Assam,-1
52.4,140.1,9.7,6.1,5.3,145.0,1,Assam,-1
55.6,141.4,13.9,7.6,8.3,146.4,1,Bhuttan,+1
52.5,148.4,7.6,9.0,5.5,153.4,1,Assam,-1
41.8,156.9,17.6,9.1,5.1,161.6,1,Assam,-1
49.7,135.4,9.2,6.5,5.4,140.7,1,Assam,-1
46.8,129.4,10.4,10.2,7.6,134.7,1,Bhuttan,+1
59.2,136.3,8.9,6.8,5.1,141.4,1,Assam,-1
56.1,142.9,10.2,9.2,5.6,147.7,1,Assam,-1
39.7,109.8,16.2,7.5,4.0,114.7,1,Assam,-1
35.6,161.0,12.8,9.1,4.2,166.5,1,Assam,-1
60.4,134.1,17.4,8.0,4.3,139.2,1,Assam,-1
38.4,134.8,8.2,4.8,6.2,139.9,1,Assam,-1
28.4,164.3,6.6,5.8,4.1,169.4,0,Assam,-1
26.0,147.9,7.7,11.5,7.1,153.5,1,Bhuttan,+1
38.5,161.6,13.2,9.5,6.8,166.8,1,Bhuttan,+1
39.9,133.0,11.5,9.2,4.5,137.9,1,Assam,-1
47.3,151.4,14.9,7.9,4.9,156.4,0,Assam,-1
61.7,135.8,12.2,7.1,4.9,140.4,1,Bhuttan,+1
47.3,147.2,15.4,6.4,6.1,152.0,1,Assam,-1
63.6,141.2,17.5,7.6,4.9,146.6,1,Assam,-1
36.4,138.6,9.6,6.7,7.1,143.7,1,Bhuttan,+1
48.8,151.7,14.5,7.6,4.4,156.7,0,Assam,-1
47.9,135.0,8.5,9.1,6.7,140.1,1,Bhuttan,+1
61.1,152.7,5.3,10.0,4.3,157.4,1,Assam,-1
43.8,129.0,6.9,10.6,6.6,134.9,1,Bhuttan,+1
45.3,114.2,3.8,8.8,7.6,119.2,1,Bhuttan,+1
43.2,122.5,12.9,8.1,5.7,127.2,0,Assam,-1
37.2,153.3,14.4,4.4,6.0,158.8,0,Assam,-1
42.5,143.1,11.8,7.2,7.3,148.5,1,Bhuttan,+1
37.1,126.1,6.8,11.3,6.2,131.8,0,Bhuttan,+1
38.8,160.4,8.8,5.5,3.7,165.2,0,Assam,-1
60.3,141.6,9.1,8.2,4.8,146.3,1,Assam,-1
44.7,145.5,11.9,9.2,3.2,150.3,1,Assam,-1
48.8,136.7,7.3,11.8,7.7,142.0,1,Bhuttan,+1
26.2,142.9,6.9,6.1,5.3,147.6,0,Assam,-1
46.1,113.6,9.0,8.1,8.1,119.5,1,Bhuttan,+1
41.2,152.4,9.1,8.5,7.2,158.0,0,Assam,-1
57.9,152.0,8.2,8.8,5.8,156.9,1,Assam,-1
45.7,146.0,17.3,6.1,5.5,151.3,1,Assam,-1
38.8,154.4,11.2,11.6,4.7,160.3,1,Bhuttan,+1
30.8,151.4,6.9,10.2,6.4,156.7,1,Bhuttan,+1
57.8,166.0,10.7,10.1,5.7,171.5,0,Bhuttan,+1
44.0,143.0,5.7,6.8,3.8,148.1,1,Assam,-1
42.4,168.9,12.0,4.3,4.9,173.7,1,Assam,-1
38.5,150.5,10.8,11.3,6.3,156.1,1,Bhuttan,+1
54.4,144.3,15.9,8.1,5.0,148.9,1,Assam,-1
40.9,120.3,9.8,8.3,6.3,126.2,1,Assam,-1
43.7,133.6,5.5,12.2,5.4,139.1,1,Bhuttan,+1
48.5,141.7,4.7,10.0,6.9,146.8,1,Bhuttan,+1
47.3,149.5,14.6,7.9,4.8,154.4,1,Assam,-1
52.2,134.3,13.6,7.8,3.5,139.2,1,Assam,-1
54.7,112.3,11.9,10.3,8.7,117.6,1,Bhuttan,+1
40.8,159.1,12.0,9.9,3.9,164.0,0,Assam,-1
37.5,129.0,10.9,10.4,7.7,134.8,1,Bhuttan,+1
35.7,131.4,9.5,8.2,5.9,136.5,0,Bhuttan,+1
38.1,144.1,13.4,7.2,4.0,148.8,1,Assam,-1
49.2,164.8,10.9,9.8,5.9,170.6,1,Bhuttan,+1
42.1,163.7,8.4,6.3,7.4,169.4,1,Bhuttan,+1
47.2,127.5,13.6,9.4,6.6,132.9,1,Assam,-1
39.2,156.3,16.3,8.0,4.0,161.3,1,Assam,-1
47.3,159.0,13.6,6.2,4.5,163.7,0,Assam,-1
17.9,124.0,8.7,9.8,8.2,129.9,1,Bhuttan,+1
49.6,129.1,12.7,9.4,8.1,134.2,1,Bhuttan,+1
40.8,123.7,12.0,8.9,6.5,129.3,1,Bhuttan,+1
57.5,148.3,5.8,6.3,7.2,153.5,0,Assam,-1
49.8,137.9,8.4,8.1,8.0,143.4,0,Bhuttan,+1
41.3,134.7,10.4,8.0,6.4,140.6,1,Bhuttan,+1
46.9,134.9,6.9,12.7,7.2,140.8,1,Bhuttan,+1
51.0,145.8,13.5,8.4,5.3,150.3,0,Assam,-1
49.3,159.1,7.4,10.9,7.8,164.3,1,Bhuttan,+1
43.6,170.9,13.4,8.2,4.6,175.5,1,Assam,-1
36.7,132.7,13.7,6.1,4.1,137.7,0,Assam,-1
45.8,121.8,11.1,5.1,5.4,127.1,0,Assam,-1
